State,Year,Quarter,Transaction_Type,Amount,Trans_Count
Puducherry,2019,4,Others,3689792.245744483,6176
Puducherry,2020,1,Peer-to-peer payments,1919499665.8834748,600290
Puducherry,2020,1,Merchant payments,184925417.68654612,349788
Puducherry,2020,1,Recharge & bill payments,96515615.43520354,251115
Puducherry,2020,1,Financial Services,858236.5498234634,1527
Puducherry,2020,1,Others,3478541.524535387,5201
Puducherry,2020,2,Peer-to-peer payments,1680190117.5830743,468789
Puducherry,2020,2,Recharge & bill payments,115223074.03158064,310746
Puducherry,2020,2,Merchant payments,160931601.28167117,249951
Puducherry,2020,2,Financial Services,2339469.003658029,1555
Puducherry,2020,2,Others,1346718.5876069884,2342
Puducherry,2020,3,Peer-to-peer payments,3116583524.6597652,855511
Puducherry,2020,3,Merchant payments,335583369.656126,560420
Puducherry,2020,3,Recharge & bill payments,138925436.52727452,306852
Puducherry,2020,3,Financial Services,4788490.3633705,3039
Puducherry,2020,3,Others,2199408.2280669413,5080
Puducherry,2020,4,Peer-to-peer payments,4090057482.9812045,1211359
Puducherry,2020,4,Merchant payments,647985607.5763036,1108292
Puducherry,2020,4,Recharge & bill payments,184037245.74375987,383707
Puducherry,2020,4,Financial Services,3888988.236763457,3783
Puducherry,2020,4,Others,4556893.133174548,8862
Puducherry,2021,1,Peer-to-peer payments,4798646712.501943,1406958
Puducherry,2021,1,Merchant payments,857787315.6292762,1385444
Puducherry,2021,1,Recharge & bill payments,231829246.92353857,504499
Puducherry,2021,1,Financial Services,5953397.434996936,5073
Puducherry,2021,1,Others,5092899.253895952,7458
Puducherry,2021,2,Peer-to-peer payments,5266478797.142263,1581221
Puducherry,2021,2,Merchant payments,932602617.3169692,1437110
Puducherry,2021,2,Recharge & bill payments,289799593.1571478,719252
Puducherry,2021,2,Financial Services,4980243.907969391,4851
Puducherry,2021,2,Others,4973445.019544071,8953
Puducherry,2021,3,Merchant payments,1443176801.0606492,2273996
Puducherry,2021,3,Peer-to-peer payments,6918396493.778431,2089199
Puducherry,2021,3,Recharge & bill payments,356068931.7441095,741388
Puducherry,2021,3,Financial Services,5523949.081350253,4733
Puducherry,2021,3,Others,6808255.349929206,12410
Puducherry,2021,4,Merchant payments,1864951565.928207,3052713
Puducherry,2021,4,Peer-to-peer payments,8113722339.447034,2530821
Puducherry,2021,4,Recharge & bill payments,428453211.3120815,762641
Puducherry,2021,4,Financial Services,7655925.10855468,5995
Puducherry,2021,4,Others,8868759.43463589,16640
Puducherry,2022,1,Merchant payments,2199614586.4039083,3723135
Puducherry,2022,1,Peer-to-peer payments,9407577501.769796,2901199
Puducherry,2022,1,Recharge & bill payments,460522863.7855054,715338
Puducherry,2022,1,Financial Services,8184455.912082582,6203
Puducherry,2022,1,Others,7575497.515363299,13301
Puducherry,2022,2,Merchant payments,2693234774.5574756,4613049
Puducherry,2022,2,Peer-to-peer payments,10537267921.61604,3242208
Puducherry,2022,2,Recharge & bill payments,535604974.57621765,773154
Puducherry,2022,2,Financial Services,6556452.522381971,4914
Puducherry,2022,2,Others,6081132.496780836,10362
Puducherry,2022,3,Merchant payments,2322908508.7835197,3992974
Puducherry,2022,3,Peer-to-peer payments,8058325855.623236,2474932
Puducherry,2022,3,Recharge & bill payments,463054690.5826355,564285
Puducherry,2022,3,Financial Services,5514275.578545391,4621
Puducherry,2022,3,Others,4514380.573011656,5915
Puducherry,2022,4,Merchant payments,2534351530.8368397,4464977
Puducherry,2022,4,Peer-to-peer payments,8141612224.034059,2547018
Puducherry,2022,4,Recharge & bill payments,453692483.7752487,531963
Puducherry,2022,4,Financial Services,7875178.045195433,6073
Puducherry,2022,4,Others,4673460.483150147,6096
Puducherry,2023,1,Merchant payments,3316530650.0,6210806
Puducherry,2023,1,Peer-to-peer payments,10233359658.0,3253673
Puducherry,2023,1,Recharge & bill payments,659444437.0,665403
Puducherry,2023,1,Financial Services,7467930.0,6899
Puducherry,2023,1,Others,5585831.0,7514
Puducherry,2023,2,Merchant payments,3741027689.0,6947299
Puducherry,2023,2,Peer-to-peer payments,10911578720.0,3454536
Puducherry,2023,2,Recharge & bill payments,721293051.0,716315
Puducherry,2023,2,Financial Services,7597615.0,5894
Puducherry,2023,2,Others,5236182.0,6282
Puducherry,2023,3,Merchant payments,4179109351.0,7931739
Puducherry,2023,3,Peer-to-peer payments,11504274941.0,3700961
Puducherry,2023,3,Recharge & bill payments,749217503.0,733610
Puducherry,2023,3,Financial Services,7192768.0,7290
Puducherry,2023,3,Others,4697276.0,6041
Puducherry,2023,4,Merchant payments,4370563512.0,8375075
Puducherry,2023,4,Peer-to-peer payments,11819316619.0,3860142
Puducherry,2023,4,Recharge & bill payments,820859102.0,737154
Puducherry,2023,4,Financial Services,9479756.0,7952
Puducherry,2023,4,Others,4291561.0,5840
Punjab,2018,1,Recharge & bill payments,196018621.35851485,946338
Punjab,2018,1,Peer-to-peer payments,2412434633.5413933,690684
Punjab,2018,1,Merchant payments,83873893.96204324,87477
Punjab,2018,1,Financial Services,11162488.423236402,60688
Punjab,2018,1,Others,77268587.56920797,85246
Punjab,2018,2,Recharge & bill payments,395417027.849745,1262450
Punjab,2018,2,Peer-to-peer payments,4036457553.7177477,1017159
Punjab,2018,2,Merchant payments,159406610.2632674,147667
Punjab,2018,2,Financial Services,17719391.411258094,82256
Punjab,2018,2,Others,75671628.7650177,71631
Punjab,2018,3,Peer-to-peer payments,6173898400.559117,1684209
Punjab,2018,3,Recharge & bill payments,622737633.7524918,1381730
Punjab,2018,3,Merchant payments,194883994.57571086,274458
Punjab,2018,3,Financial Services,9429174.53468925,54285
Punjab,2018,3,Others,64737840.39918464,67426
Punjab,2018,4,Peer-to-peer payments,9404088424.489891,2269375
Punjab,2018,4,Recharge & bill payments,825449591.241031,1817964
Punjab,2018,4,Merchant payments,455091549.5918779,648096
Punjab,2018,4,Financial Services,11832962.875482317,62453
Punjab,2018,4,Others,85520045.45150709,89249
Punjab,2019,1,Peer-to-peer payments,12027441595.712797,4026294
Punjab,2019,1,Recharge & bill payments,986004867.8072444,2304690
Punjab,2019,1,Merchant payments,478382600.617519,711152
Punjab,2019,1,Financial Services,6871295.954710579,45621
Punjab,2019,1,Others,75789641.76089522,84380
Punjab,2019,2,Peer-to-peer payments,16258891447.321405,4140474
Punjab,2019,2,Recharge & bill payments,1440058991.4565237,2815047
Punjab,2019,2,Merchant payments,815090878.0150015,1407963
Punjab,2019,2,Financial Services,6876144.454559349,37435
Punjab,2019,2,Others,93875933.52482703,108911
Punjab,2019,3,Peer-to-peer payments,19146726286.636036,4726946
Punjab,2019,3,Recharge & bill payments,2481094964.9170833,3455594
Punjab,2019,3,Merchant payments,1183743251.2734203,2374014
Punjab,2019,3,Financial Services,7912219.734296376,32359
Punjab,2019,3,Others,86338883.28250344,117899
Punjab,2019,4,Peer-to-peer payments,25564144629.75061,6386367
Punjab,2019,4,Recharge & bill payments,2622222199.1884565,4068332
Punjab,2019,4,Merchant payments,1741259163.3677325,3122413
Punjab,2019,4,Financial Services,6382345.429778575,22956
Punjab,2019,4,Others,55793908.45587015,98557
Punjab,2020,1,Peer-to-peer payments,26350005915.230072,6339183
Punjab,2020,1,Recharge & bill payments,2767419472.6505165,4935115
Punjab,2020,1,Merchant payments,2196329615.3949203,3838480
Punjab,2020,1,Financial Services,10987850.955996178,17924
Punjab,2020,1,Others,49442411.668161854,87082
Punjab,2020,2,Recharge & bill payments,3089758241.1281967,6064807
Punjab,2020,2,Peer-to-peer payments,25074384847.498463,5639212
Punjab,2020,2,Merchant payments,2058898904.3613408,2290868
Punjab,2020,2,Financial Services,23704957.876037344,23314
Punjab,2020,2,Others,37907301.34960769,63093
Punjab,2020,3,Peer-to-peer payments,32477438924.476498,7354451
Punjab,2020,3,Recharge & bill payments,4066750820.6407743,5478668
Punjab,2020,3,Merchant payments,3490665357.291087,4261548
Punjab,2020,3,Financial Services,42060249.32847581,32390
Punjab,2020,3,Others,46176796.076553434,82516
Punjab,2020,4,Peer-to-peer payments,43286909256.83391,9609405
Punjab,2020,4,Merchant payments,6142380827.109474,7144295
Punjab,2020,4,Recharge & bill payments,4201551869.9511185,6072201
Punjab,2020,4,Financial Services,51677182.316327386,38820
Punjab,2020,4,Others,92887343.34418696,133204
Punjab,2021,1,Peer-to-peer payments,46908632143.31532,10951083
Punjab,2021,1,Merchant payments,7651004598.907397,9333364
Punjab,2021,1,Recharge & bill payments,3980874403.2760215,6332928
Punjab,2021,1,Financial Services,52009482.41407214,43094
Punjab,2021,1,Others,98366463.19387978,110366
Punjab,2021,2,Peer-to-peer payments,55282486111.30394,13180933
Punjab,2021,2,Merchant payments,9710508482.436422,11225598
Punjab,2021,2,Recharge & bill payments,4370756868.518326,7591039
Punjab,2021,2,Financial Services,53309051.06501615,46218
Punjab,2021,2,Others,113998049.29147904,127460
Punjab,2021,3,Peer-to-peer payments,66149902036.358826,17024782
Punjab,2021,3,Merchant payments,14103740968.543571,16837685
Punjab,2021,3,Recharge & bill payments,5540272095.274853,8465739
Punjab,2021,3,Financial Services,63576666.590925634,43789
Punjab,2021,3,Others,135069073.84402025,161494
Punjab,2021,4,Merchant payments,20753662875.546524,22669743
Punjab,2021,4,Peer-to-peer payments,83611403637.31992,20663881
Punjab,2021,4,Recharge & bill payments,6107473171.935022,8765579
Punjab,2021,4,Financial Services,86356456.60324252,58581
Punjab,2021,4,Others,151230100.5948589,201576
Punjab,2022,1,Merchant payments,23217511696.823074,25979197
Punjab,2022,1,Peer-to-peer payments,88645204328.52362,22354946
Punjab,2022,1,Recharge & bill payments,6317909908.645241,9188439
Punjab,2022,1,Financial Services,83933665.00820544,57561
Punjab,2022,1,Others,125418506.96271203,178159
Punjab,2022,2,Merchant payments,28585688543.687046,35941880
Punjab,2022,2,Peer-to-peer payments,100938068541.26062,25952349
Punjab,2022,2,Recharge & bill payments,7652499714.013335,10161030
Punjab,2022,2,Financial Services,57234782.46271807,50483
Punjab,2022,2,Others,111934787.80332904,167081
Punjab,2022,3,Merchant payments,32370885165.312702,43089589
Punjab,2022,3,Peer-to-peer payments,107653378074.87231,29862592
Punjab,2022,3,Recharge & bill payments,9119649328.792372,11017816
Punjab,2022,3,Financial Services,68249938.53956848,57979
Punjab,2022,3,Others,107280498.83777893,149921
Punjab,2022,4,Merchant payments,38162493193.40967,48358802
Punjab,2022,4,Peer-to-peer payments,120512767954.99376,32377106
Punjab,2022,4,Recharge & bill payments,9248445985.684328,10895208
Punjab,2022,4,Financial Services,72160390.22791913,62809
Punjab,2022,4,Others,111559653.62333827,141255
Punjab,2023,1,Merchant payments,37462999833.0,50683710
Punjab,2023,1,Peer-to-peer payments,126365345151.0,33701280
Punjab,2023,1,Recharge & bill payments,11478972029.0,12305439
Punjab,2023,1,Financial Services,79209681.0,70521
Punjab,2023,1,Others,122150166.0,149871
Punjab,2023,2,Merchant payments,41553118124.0,64565961
Punjab,2023,2,Peer-to-peer payments,140243650141.0,39301140
Punjab,2023,2,Recharge & bill payments,12183745216.0,13207924
Punjab,2023,2,Financial Services,95312222.0,76961
Punjab,2023,2,Others,105749751.0,138303
Punjab,2023,3,Merchant payments,46565196649.0,74881815
Punjab,2023,3,Peer-to-peer payments,145286422875.0,43379354
Punjab,2023,3,Recharge & bill payments,13149660821.0,13684178
Punjab,2023,3,Financial Services,129392229.0,92473
Punjab,2023,3,Others,94910163.0,123361
Punjab,2023,4,Merchant payments,54620603519.0,81248644
Punjab,2023,4,Peer-to-peer payments,161825075689.0,47365190
Punjab,2023,4,Recharge & bill payments,14445536415.0,13392115
Punjab,2023,4,Financial Services,156978606.0,102014
Punjab,2023,4,Others,91267936.0,121032
Rajasthan,2018,1,Recharge & bill payments,868358581.1737025,4305940
Rajasthan,2018,1,Peer-to-peer payments,7547652852.662634,2540658
Rajasthan,2018,1,Financial Services,37125466.49571308,202537
Rajasthan,2018,1,Merchant payments,201212697.26059398,184127
Rajasthan,2018,1,Others,271943533.1341365,358428
Rajasthan,2018,2,Recharge & bill payments,1511007056.105427,5288093
Rajasthan,2018,2,Peer-to-peer payments,13341587602.422176,3770555
Rajasthan,2018,2,Merchant payments,342809667.5935513,345752
Rajasthan,2018,2,Financial Services,52145152.93902289,279471
Rajasthan,2018,2,Others,311536696.6979239,289826
Rajasthan,2018,3,Peer-to-peer payments,21010614922.14291,7120792
Rajasthan,2018,3,Recharge & bill payments,2252031409.939968,5894660
Rajasthan,2018,3,Merchant payments,445504998.0014268,711240
Rajasthan,2018,3,Financial Services,30185982.18078412,230083
Rajasthan,2018,3,Others,302431358.9473551,300323
Rajasthan,2018,4,Peer-to-peer payments,33578327037.682457,10752729
Rajasthan,2018,4,Recharge & bill payments,2743591538.8320713,7557003
Rajasthan,2018,4,Merchant payments,1172254323.9731452,1985927
Rajasthan,2018,4,Financial Services,40412563.014562674,311632
Rajasthan,2018,4,Others,374501619.8364362,352432
Rajasthan,2019,1,Peer-to-peer payments,55246071722.22856,27621606
Rajasthan,2019,1,Recharge & bill payments,3821181816.6204696,11650961
Rajasthan,2019,1,Merchant payments,1664209334.5681162,3921438
Rajasthan,2019,1,Financial Services,36340412.57538466,359993
Rajasthan,2019,1,Others,373355289.5614773,402042
Rajasthan,2019,2,Peer-to-peer payments,79466464089.34059,25257679
Rajasthan,2019,2,Recharge & bill payments,5709279550.854211,14968290
Rajasthan,2019,2,Merchant payments,3435472167.201069,9026751
Rajasthan,2019,2,Financial Services,34134486.762421735,182685
Rajasthan,2019,2,Others,461962878.5071422,573881
Rajasthan,2019,3,Peer-to-peer payments,97443950786.5758,29885618
Rajasthan,2019,3,Merchant payments,6705923742.563935,19646612
Rajasthan,2019,3,Recharge & bill payments,7872719571.602099,16970783
Rajasthan,2019,3,Financial Services,37899900.33366185,217029
Rajasthan,2019,3,Others,407796030.8547787,583575
Rajasthan,2019,4,Peer-to-peer payments,140449134717.291,43354317
Rajasthan,2019,4,Recharge & bill payments,9028860435.054995,20604852
Rajasthan,2019,4,Merchant payments,9721826538.354998,20544791
Rajasthan,2019,4,Financial Services,25014672.38444693,101805
Rajasthan,2019,4,Others,227573686.58499068,468477
Rajasthan,2020,1,Peer-to-peer payments,165468574323.88968,48269912
Rajasthan,2020,1,Merchant payments,13643061482.35596,27880848
Rajasthan,2020,1,Recharge & bill payments,10961167179.81334,25631131
Rajasthan,2020,1,Financial Services,34466606.25327997,72604
Rajasthan,2020,1,Others,200968968.6958118,404317
Rajasthan,2020,2,Peer-to-peer payments,166176386876.30048,49160792
Rajasthan,2020,2,Recharge & bill payments,13014051935.53691,31681776
Rajasthan,2020,2,Merchant payments,14354151782.39264,20756594
Rajasthan,2020,2,Financial Services,76662259.20544848,92875
Rajasthan,2020,2,Others,142020149.829893,262619
Rajasthan,2020,3,Peer-to-peer payments,249006720239.33432,73247856
Rajasthan,2020,3,Merchant payments,27714680562.343937,45149210
Rajasthan,2020,3,Recharge & bill payments,16650017440.553333,30148875
Rajasthan,2020,3,Financial Services,113675141.51464571,146383
Rajasthan,2020,3,Others,193212778.7117864,396352
Rajasthan,2020,4,Peer-to-peer payments,321280847680.95026,88730951
Rajasthan,2020,4,Merchant payments,46142484518.08269,67367264
Rajasthan,2020,4,Recharge & bill payments,18123908525.97014,33455755
Rajasthan,2020,4,Financial Services,136058685.85299307,169294
Rajasthan,2020,4,Others,351480425.6482615,560171
Rajasthan,2021,1,Peer-to-peer payments,408190388154.2274,116733195
Rajasthan,2021,1,Merchant payments,61936457709.223076,96394132
Rajasthan,2021,1,Recharge & bill payments,20855464604.344055,38919519
Rajasthan,2021,1,Financial Services,162581466.93308985,192936
Rajasthan,2021,1,Others,347689722.9177618,491137
Rajasthan,2021,2,Peer-to-peer payments,467784146764.7472,139277445
Rajasthan,2021,2,Merchant payments,69922875807.46701,97860493
Rajasthan,2021,2,Recharge & bill payments,23387103755.819714,49501703
Rajasthan,2021,2,Financial Services,186606893.61035594,216441
Rajasthan,2021,2,Others,422031947.60023904,620957
Rajasthan,2021,3,Peer-to-peer payments,575912799217.8965,181742972
Rajasthan,2021,3,Merchant payments,105548321875.05884,167819345
Rajasthan,2021,3,Recharge & bill payments,28335516739.41771,49709657
Rajasthan,2021,3,Financial Services,190362135.86135098,197211
Rajasthan,2021,3,Others,524328574.25040925,815568
Rajasthan,2021,4,Merchant payments,151967969235.0213,221774624
Rajasthan,2021,4,Peer-to-peer payments,718215327365.9165,212937264
Rajasthan,2021,4,Recharge & bill payments,32831163302.92643,51610607
Rajasthan,2021,4,Financial Services,263180819.6932125,265091
Rajasthan,2021,4,Others,656777820.7586894,1034011
Rajasthan,2022,1,Merchant payments,171182113048.26318,267467038
Rajasthan,2022,1,Peer-to-peer payments,814525435614.1678,241739380
Rajasthan,2022,1,Recharge & bill payments,35542881861.07577,54555117
Rajasthan,2022,1,Financial Services,243340851.71204624,244029
Rajasthan,2022,1,Others,556409604.9103613,956656
Rajasthan,2022,2,Merchant payments,208238945148.44,336900860
Rajasthan,2022,2,Peer-to-peer payments,905641041298.7231,263380560
Rajasthan,2022,2,Recharge & bill payments,38325678033.564705,59879660
Rajasthan,2022,2,Financial Services,175399371.37748802,170705
Rajasthan,2022,2,Others,452454748.2866859,838365
Rajasthan,2022,3,Merchant payments,230609701751.02283,398104319
Rajasthan,2022,3,Peer-to-peer payments,961209376585.5621,299383118
Rajasthan,2022,3,Recharge & bill payments,46000391408.24405,69118763
Rajasthan,2022,3,Financial Services,220271929.84233993,215235
Rajasthan,2022,3,Others,449514643.6055006,719925
Rajasthan,2022,4,Merchant payments,275194969877.524,457778005
Rajasthan,2022,4,Peer-to-peer payments,1130380720682.5203,334316758
Rajasthan,2022,4,Recharge & bill payments,50609988781.94313,72510470
Rajasthan,2022,4,Financial Services,270658680.97924906,244442
Rajasthan,2022,4,Others,500361375.69058275,725173
Rajasthan,2023,1,Merchant payments,276693132279.0,484552414
Rajasthan,2023,1,Peer-to-peer payments,1216864232698.0,353301155
Rajasthan,2023,1,Recharge & bill payments,60583110261.0,82232131
Rajasthan,2023,1,Financial Services,274450998.0,259195
Rajasthan,2023,1,Others,498449614.0,751791
Rajasthan,2023,2,Merchant payments,310487787699.0,592487449
Rajasthan,2023,2,Peer-to-peer payments,1321457235324.0,389865502
Rajasthan,2023,2,Recharge & bill payments,65720609268.0,90082184
Rajasthan,2023,2,Financial Services,328805088.0,289948
Rajasthan,2023,2,Others,461148921.0,734255
Rajasthan,2023,3,Merchant payments,341799936129.0,704324393
Rajasthan,2023,3,Peer-to-peer payments,1385976868598.0,438800339
Rajasthan,2023,3,Recharge & bill payments,71540658202.0,93085762
Rajasthan,2023,3,Financial Services,484002475.0,359675
Rajasthan,2023,3,Others,423978212.0,661998
Rajasthan,2023,4,Merchant payments,396873110176.0,766981185
Rajasthan,2023,4,Peer-to-peer payments,1587157118494.0,484250991
Rajasthan,2023,4,Recharge & bill payments,81348244193.0,97092812
Rajasthan,2023,4,Financial Services,570385125.0,443168
Rajasthan,2023,4,Others,430749813.0,703998
Sikkim,2018,1,Recharge & bill payments,4823943.542263939,26965
Sikkim,2018,1,Peer-to-peer payments,56334584.632872,13559
Sikkim,2018,1,Merchant payments,1677583.1440411464,1349
Sikkim,2018,1,Financial Services,86906.81958101383,608
Sikkim,2018,1,Others,1727920.8016103164,1597
Sikkim,2018,2,Recharge & bill payments,9465769.856051585,45435
Sikkim,2018,2,Peer-to-peer payments,127051984.3879841,24237
Sikkim,2018,2,Merchant payments,4713227.148135973,2556
Sikkim,2018,2,Financial Services,218130.12995975127,562
Sikkim,2018,2,Others,2243974.0076642134,1788
Sikkim,2018,3,Recharge & bill payments,12221506.18938216,58421
Sikkim,2018,3,Peer-to-peer payments,215547415.4557628,43195
Sikkim,2018,3,Merchant payments,5322296.747954514,4521
Sikkim,2018,3,Financial Services,261766.8021705601,562
Sikkim,2018,3,Others,1727241.758047811,1801
Sikkim,2018,4,Recharge & bill payments,16713780.628117373,79232
Sikkim,2018,4,Peer-to-peer payments,351253329.74205655,65451
Sikkim,2018,4,Merchant payments,12637809.239460425,7452
Sikkim,2018,4,Financial Services,596472.7145790398,717
Sikkim,2018,4,Others,1939965.7540404093,1681
Sikkim,2019,1,Peer-to-peer payments,422987999.89472675,121984
Sikkim,2019,1,Recharge & bill payments,20711589.874598008,96878
Sikkim,2019,1,Merchant payments,11837344.846847566,18346
Sikkim,2019,1,Financial Services,191594.23340424805,1225
Sikkim,2019,1,Others,2265105.53451732,1854
Sikkim,2019,2,Peer-to-peer payments,674044301.8399961,172125
Sikkim,2019,2,Recharge & bill payments,32535297.489453897,142582
Sikkim,2019,2,Merchant payments,28248001.02647286,66722
Sikkim,2019,2,Financial Services,310197.54774877685,2294
Sikkim,2019,2,Others,3756445.53226958,4521
Sikkim,2019,3,Peer-to-peer payments,794235862.6317357,203052
Sikkim,2019,3,Merchant payments,52337322.5262961,188753
Sikkim,2019,3,Recharge & bill payments,33922224.892257094,156125
Sikkim,2019,3,Financial Services,548142.8999844441,288
Sikkim,2019,3,Others,3672895.4901549704,4218
Sikkim,2019,4,Peer-to-peer payments,1086457147.940953,508471
Sikkim,2019,4,Recharge & bill payments,42705664.08625737,181287
Sikkim,2019,4,Merchant payments,43954548.804204434,73992
Sikkim,2019,4,Financial Services,494076.3450829056,373
Sikkim,2019,4,Others,2898164.4797200123,2947
Sikkim,2020,1,Peer-to-peer payments,954765350.1856782,230413
Sikkim,2020,1,Recharge & bill payments,53588505.838823974,215586
Sikkim,2020,1,Merchant payments,43201695.38937264,79881
Sikkim,2020,1,Financial Services,175569.53933206247,345
Sikkim,2020,1,Others,1745150.991195219,1893
Sikkim,2020,2,Recharge & bill payments,78397187.10935993,297620
Sikkim,2020,2,Peer-to-peer payments,939900165.9422412,186495
Sikkim,2020,2,Merchant payments,34385184.65717751,31442
Sikkim,2020,2,Financial Services,999656.0722047673,883
Sikkim,2020,2,Others,936594.480283038,1291
Sikkim,2020,3,Recharge & bill payments,83894642.6709112,298885
Sikkim,2020,3,Peer-to-peer payments,1255521152.966514,245087
Sikkim,2020,3,Merchant payments,58337178.67223759,49299
Sikkim,2020,3,Financial Services,1795366.733436462,1252
Sikkim,2020,3,Others,1378387.6172995246,1912
Sikkim,2020,4,Peer-to-peer payments,1711730126.584541,334069
Sikkim,2020,4,Recharge & bill payments,90168624.05415541,301382
Sikkim,2020,4,Merchant payments,112478003.86391157,95503
Sikkim,2020,4,Financial Services,2361187.592392395,1427
Sikkim,2020,4,Others,2537863.027923054,2654
Sikkim,2021,1,Peer-to-peer payments,1965492629.578867,403703
Sikkim,2021,1,Recharge & bill payments,93174110.112334,279679
Sikkim,2021,1,Merchant payments,154183320.1372872,112925
Sikkim,2021,1,Financial Services,3027799.2784099854,1844
Sikkim,2021,1,Others,1789867.7338266163,2038
Sikkim,2021,2,Peer-to-peer payments,2125758496.616091,473141
Sikkim,2021,2,Recharge & bill payments,103846501.52404109,345495
Sikkim,2021,2,Merchant payments,190473176.21848944,153671
Sikkim,2021,2,Financial Services,2851874.287465013,1865
Sikkim,2021,2,Others,1969531.0292125773,2542
Sikkim,2021,3,Peer-to-peer payments,2582075089.383399,595826
Sikkim,2021,3,Recharge & bill payments,111613776.75942023,346173
Sikkim,2021,3,Merchant payments,290732930.46291006,213808
Sikkim,2021,3,Financial Services,2624558.3857180667,1689
Sikkim,2021,3,Others,2290508.8169457563,3098
Sikkim,2021,4,Peer-to-peer payments,3548508409.656125,831597
Sikkim,2021,4,Recharge & bill payments,136473754.40071422,376078
Sikkim,2021,4,Merchant payments,504586163.5569785,369343
Sikkim,2021,4,Financial Services,3162023.7210206646,2269
Sikkim,2021,4,Others,4052910.300969372,5058
Sikkim,2022,1,Peer-to-peer payments,3650961081.00263,916940
Sikkim,2022,1,Merchant payments,570784579.6670712,449273
Sikkim,2022,1,Recharge & bill payments,139135962.10369253,371579
Sikkim,2022,1,Financial Services,3062332.163804472,2124
Sikkim,2022,1,Others,3487320.9262269526,4386
Sikkim,2022,2,Peer-to-peer payments,4596501308.195931,1198014
Sikkim,2022,2,Merchant payments,847497607.0893551,706658
Sikkim,2022,2,Recharge & bill payments,162174479.6973383,411189
Sikkim,2022,2,Financial Services,1861284.7969863976,1758
Sikkim,2022,2,Others,3070990.527526753,4462
Sikkim,2022,3,Peer-to-peer payments,4173703593.656705,1222037
Sikkim,2022,3,Merchant payments,830361400.9603965,772650
Sikkim,2022,3,Recharge & bill payments,153567926.32171312,397207
Sikkim,2022,3,Financial Services,2851319.5479129553,1538
Sikkim,2022,3,Others,2396303.4047308513,3326
Sikkim,2022,4,Peer-to-peer payments,5175155338.821596,1548662
Sikkim,2022,4,Merchant payments,1096220774.255463,1033541
Sikkim,2022,4,Recharge & bill payments,181281682.32208142,470639
Sikkim,2022,4,Financial Services,2701971.788609252,2049
Sikkim,2022,4,Others,3025622.2320622765,3448
Sikkim,2023,1,Peer-to-peer payments,5451626602.0,1779090
Sikkim,2023,1,Merchant payments,1091745064.0,1067585
Sikkim,2023,1,Recharge & bill payments,213517668.0,543957
Sikkim,2023,1,Financial Services,2801184.0,2603
Sikkim,2023,1,Others,2877504.0,2893
Sikkim,2023,2,Peer-to-peer payments,6799375282.0,2196285
Sikkim,2023,2,Merchant payments,1523202088.0,1616549
Sikkim,2023,2,Recharge & bill payments,251468530.0,594826
Sikkim,2023,2,Financial Services,3457083.0,2790
Sikkim,2023,2,Others,2847453.0,2517
Sikkim,2023,3,Peer-to-peer payments,6245427022.0,2187102
Sikkim,2023,3,Merchant payments,1619166618.0,2011690
Sikkim,2023,3,Recharge & bill payments,233423001.0,600784
Sikkim,2023,3,Financial Services,7262131.0,3289
Sikkim,2023,3,Others,1958649.0,2072
Sikkim,2023,4,Peer-to-peer payments,6467541154.0,2165502
Sikkim,2023,4,Merchant payments,1877772225.0,2124031
Sikkim,2023,4,Recharge & bill payments,235242389.0,562618
Sikkim,2023,4,Financial Services,7657246.0,3357
Sikkim,2023,4,Others,2395457.0,1816
Tamil Nadu,2018,1,Recharge & bill payments,646028338.3951533,3308548
Tamil Nadu,2018,1,Peer-to-peer payments,10031518934.085688,2670613
Tamil Nadu,2018,1,Merchant payments,272002057.1736871,326510
Tamil Nadu,2018,1,Financial Services,31876073.74792233,115363
Tamil Nadu,2018,1,Others,280132294.11422664,305588
Tamil Nadu,2018,2,Recharge & bill payments,1189892955.8051775,4464677
Tamil Nadu,2018,2,Peer-to-peer payments,18067624388.09562,4433762
Tamil Nadu,2018,2,Merchant payments,517130320.4660308,627918
Tamil Nadu,2018,2,Financial Services,65402385.25640666,167035
Tamil Nadu,2018,2,Others,285794226.64323723,298736
Tamil Nadu,2018,3,Peer-to-peer payments,26792462660.044968,8810836
Tamil Nadu,2018,3,Recharge & bill payments,1521551955.205038,5148411
Tamil Nadu,2018,3,Merchant payments,733189649.5729834,1290978
Tamil Nadu,2018,3,Financial Services,37049222.36590697,191732
Tamil Nadu,2018,3,Others,245838753.995272,332121
Tamil Nadu,2018,4,Peer-to-peer payments,39180083690.57276,11538547
Tamil Nadu,2018,4,Recharge & bill payments,2020329567.8245385,7093764
Tamil Nadu,2018,4,Merchant payments,1742903221.432857,3145621
Tamil Nadu,2018,4,Financial Services,46571758.68242933,228398
Tamil Nadu,2018,4,Others,312185737.38152075,451114
Tamil Nadu,2019,1,Peer-to-peer payments,51296299081.44436,18645926
Tamil Nadu,2019,1,Recharge & bill payments,2695317014.8660007,8863289
Tamil Nadu,2019,1,Merchant payments,1924461188.9900146,4195222
Tamil Nadu,2019,1,Financial Services,31217137.545322973,193261
Tamil Nadu,2019,1,Others,256742393.28426796,377347
Tamil Nadu,2019,2,Peer-to-peer payments,57924128549.06981,16952961
Tamil Nadu,2019,2,Recharge & bill payments,3280033639.8500404,8414514
